,id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,pub_rec_bankruptcies
32159,479445,4200.0,4200.0,4200.0, 36 MONTHS,11.36,138.23,B,B5,BILLMATRIX,5 YEARS,MORTGAGE,33000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,752XX,TX,7.49,0,2005-01-01,1,12,0,4898,17.4,17,0.0,0.0,4699.31,4699.31,3918.47,770.47,0.0,10.37,0.0,2013-01-01,138.23,2016-05-01,0.0
32160,61419,5600.0,5600.0,5525.0, 36 MONTHS,14.96,194.02,D,D2,PENSION BENEFIT GUARANTY CORPORATION,1 YEAR,RENT,45000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,208XX,MD,4.0,0,2001-06-01,0,5,1,3839,76.8,9,0.0,0.0,6474.6,6387.92,5220.69,1211.07,0.0,42.84,1.06,2012-10-01,194.02,2013-03-01,0.0
32174,486202,1200.0,1200.0,1200.0, 36 MONTHS,13.85,40.93,C,C4,PIAA,5 YEARS,OWN,60000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,OTHER,176XX,PA,3.08,0,2006-12-01,3,3,0,2823,65.7,8,0.0,0.0,501.62,501.62,195.49,90.37,14.97212472,200.79,70.22,2010-10-01,40.93,2016-05-01,0.0
32185,485665,9000.0,9000.0,8934.48, 36 MONTHS,12.73,302.1,C,C1,BEST WAY HOME IMPROVEMENT ,< 1 YEAR,RENT,26000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,234XX,VA,17.12,0,1991-01-01,0,7,0,14152,71.7,8,0.0,0.0,2935.25,2924.87,1709.3,813.56,0.0,412.39,76.1454,2011-06-01,46.59,2011-07-01,0.0
32186,486095,5800.0,5800.0,5800.0, 36 MONTHS,13.48,196.76,C,C3,ATLANTIC SOUTHWEST AIRLINE ,2 YEARS,MORTGAGE,40000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,OTHER,300XX,GA,14.58,0,2001-04-01,0,8,0,4112,45.2,13,0.0,0.0,2754.06,2754.06,1975.81,768.19,0.0,10.06,3.26,2011-05-01,196.76,2016-04-01,0.0
32187,486069,12000.0,12000.0,12000.0, 36 MONTHS,14.59,413.58,D,D1,US ARMY,8 YEARS,MORTGAGE,133000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,231XX,VA,12.48,0,1991-12-01,3,12,0,18159,96.6,30,0.0,0.0,1652.44,1652.44,1089.16,563.28,0.0,0.0,0.0,2010-07-01,413.58,2016-05-01,0.0
32219,484483,18000.0,18000.0,15821.07028, 36 MONTHS,10.25,582.93,B,B2,"PAYCHEX, INC",10+ YEARS,MORTGAGE,62000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,CREDIT_CARD,183XX,PA,6.85,0,1999-08-01,4,11,0,8793,24.1,45,0.0,0.0,11425.28,10049.66,8926.4,2498.88,0.0,0.0,0.0,2011-12-01,350.1,2016-05-01,0.0
32231,485297,7000.0,7000.0,7000.0, 36 MONTHS,14.96,242.53,D,D2,BURNS AND MCDONNELL,< 1 YEAR,RENT,51000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,MAJOR_PURCHASE,662XX,MO,8.59,2,2005-08-01,0,11,0,6907,92.1,18,0.0,0.0,4080.51,4080.51,1751.41,1312.63,14.83826992,1001.63,238.9854,2011-12-01,342.0,2011-12-01,0.0
32254,485032,5600.0,5600.0,5550.0, 36 MONTHS,14.59,193.01,D,D1,,1 YEAR,RENT,14400.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,019XX,MA,6.33,0,2005-12-01,0,3,0,1578,68.6,3,0.0,0.0,4119.9,4083.15,2667.61,1015.09,14.97525,422.23,78.0354,2011-10-01,200.0,2012-02-01,0.0
32256,483102,4000.0,4000.0,3975.0, 36 MONTHS,12.73,134.27,C,C1,ALLENS CTI LLC,2 YEARS,RENT,48000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,SMALL_BUSINESS,960XX,CA,11.68,1,1997-07-01,0,3,0,303,43.3,16,0.0,0.0,1220.29,1212.71,744.38,310.44,14.93855664,150.53,1.56,2010-11-01,134.27,2011-04-01,0.0
32271,484664,4750.0,4750.0,4750.0, 36 MONTHS,13.11,160.29,C,C2,BORGATA HOTEL CASINO,7 YEARS,MORTGAGE,85000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,082XX,NJ,18.49,0,1984-08-01,3,14,0,10979,86.4,39,0.0,0.0,2878.02,2878.02,2138.25,739.77,0.0,0.0,0.0,2011-08-01,160.29,2016-05-01,0.0
32279,484624,3250.0,3250.0,3250.0, 36 MONTHS,7.14,100.56,A,A3,UNITEX INTERNATINAL INC,2 YEARS,MORTGAGE,39000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,300XX,GA,22.65,0,2002-08-01,2,14,0,24455,52.9,32,0.0,0.0,2959.99,2959.99,2551.58,354.37,14.93974446,39.1,0.94,2012-07-01,206.62,2012-12-01,0.0
32301,484146,18000.0,18000.0,17975.0, 36 MONTHS,15.33,626.91,D,D3,NEW YORK CITY TRANSIT,3 YEARS,RENT,71000.0,VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,100XX,NY,15.75,0,1998-12-01,1,8,0,24322,95.0,15,0.0,0.0,14441.29,14421.24,10527.8,3882.15,31.33199742,0.0,0.0,2012-01-01,626.91,2016-05-01,0.0
32302,484222,8000.0,8000.0,8000.0, 36 MONTHS,15.7,280.09,D,D4,,,MORTGAGE,52800.0,NOT VERIFIED,2010-02-01,CHARGED OFF,HOME_IMPROVEMENT,959XX,CA,7.36,1,1997-01-01,0,8,0,10973,87.8,13,0.0,0.0,7979.43,7979.43,5832.92,2008.13,14.9759006,123.4,1.67,2012-08-01,280.09,2012-12-01,0.0
32303,484212,10000.0,10000.0,9523.29, 36 MONTHS,10.25,323.85,B,B2,,,MORTGAGE,70000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,OTHER,103XX,NY,9.09,0,1998-09-01,3,4,0,2205,24.5,13,0.0,0.0,1291.08,1287.88,962.8,328.28,0.0,0.0,0.0,2010-06-01,323.85,2010-06-01,0.0
32316,483973,25000.0,25000.0,24900.0, 36 MONTHS,18.3,907.6,F,F1,DIAMONDBACK CAPITAL,2 YEARS,RENT,235000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,100XX,NY,7.28,1,1992-02-01,1,12,0,28897,46.9,52,0.0,0.0,14112.72,14056.38,8606.75,5460.59,45.37170732,0.0,0.0,2011-08-01,2000.12,2016-04-01,0.0
32320,483962,25000.0,25000.0,24925.0, 36 MONTHS,16.45,884.44,E,E1,,< 1 YEAR,MORTGAGE,180000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,762XX,TX,13.96,0,1983-10-01,1,10,1,16960,90.7,18,0.0,0.0,7065.92,7044.8,4542.13,2523.79,0.0,0.0,0.0,2010-10-01,884.44,2016-05-01,1.0
32322,483343,4000.0,4000.0,4000.0, 36 MONTHS,15.33,139.32,D,D3,COLOR SPECTRUM NETWORK,5 YEARS,RENT,35000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,301XX,GA,9.12,0,2002-05-01,1,8,0,2653,49.1,10,0.0,0.0,179.73,179.73,0.0,0.0,0.0,179.73,1.74,,0.0,2015-10-01,0.0
32329,483797,15000.0,15000.0,14875.0, 36 MONTHS,10.25,485.78,B,B2,RIVERSIDE COMMUNITY COLLEGE DISTRICT,10+ YEARS,MORTGAGE,125000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,902XX,CA,14.96,0,1986-11-01,0,12,0,8443,43.7,36,0.0,0.0,15721.33,15590.42,13082.29,2533.24,0.0,105.8,2.29,2013-04-01,100.0,2013-08-01,0.0
32352,483424,5000.0,5000.0,4900.0, 36 MONTHS,7.88,156.41,A,A5,PINELLAS COUNTY SCHOOLS,10+ YEARS,RENT,41000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,337XX,FL,14.84,0,2000-10-01,0,7,0,1451,31.5,16,0.0,0.0,2658.04,2604.89,2073.26,423.86,0.0,160.92,56.28,2011-06-01,156.41,2016-05-01,0.0
32354,483399,12000.0,12000.0,11874.21, 36 MONTHS,11.36,394.94,B,B5,CRESTRON ELECTRONICS,3 YEARS,OWN,30000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,076XX,NJ,17.0,0,2003-09-01,3,16,0,11134,28.9,26,0.0,0.0,9759.52,9670.37,2323.11,928.65,0.0,6507.76,2280.816,2011-03-01,97.5,2016-05-01,0.0
32366,483262,5000.0,5000.0,4975.0, 36 MONTHS,11.36,164.56,B,B5,VANGUARD PRINTING,10+ YEARS,RENT,58000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,OTHER,137XX,NY,23.96,0,1999-02-01,1,8,0,12598,75.0,31,0.0,0.0,1642.3,1634.1,1220.9,421.4,0.0,0.0,0.0,2010-12-01,164.56,2016-05-01,0.0
32371,482894,15000.0,15000.0,14511.48, 36 MONTHS,12.73,503.5,C,C1,LAW OFFICES OF MARSHALL WATSON,1 YEAR,RENT,24000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,OTHER,333XX,FL,10.9,0,2005-09-01,1,9,0,9156,34.3,11,0.0,0.0,1162.79,1140.77,343.57,158.83,0.0,660.39,6.45,2010-03-01,503.5,2010-08-01,0.0
32372,483129,16000.0,16000.0,15975.0, 36 MONTHS,13.48,542.79,C,C3,,5 YEARS,RENT,50000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,212XX,MD,21.07,0,2004-04-01,1,9,1,11495,76.1,11,0.0,0.0,13035.96,13015.76,9913.2,3107.77,14.9928043,0.0,0.0,2012-07-01,5.0,2016-05-01,1.0
32376,483084,8000.0,8000.0,7975.0, 36 MONTHS,13.85,272.84,C,C4,,< 1 YEAR,RENT,42000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,SMALL_BUSINESS,967XX,HI,10.83,0,1997-02-01,1,10,0,5485,76.2,30,0.0,0.0,2724.1,2715.6,1898.9,825.2,0.0,0.0,0.0,2010-12-01,272.84,2016-05-01,0.0
32378,483079,10000.0,10000.0,9300.0, 36 MONTHS,13.85,341.04,C,C4,CHEFJOHNS FISH & CHIPS,2 YEARS,RENT,83976.0,NOT VERIFIED,2010-02-01,CHARGED OFF,MAJOR_PURCHASE,945XX,CA,1.8,0,2006-12-01,2,7,0,3109,15.9,8,0.0,0.0,449.33,417.85,0.0,0.0,0.0,449.33,4.33,,0.0,2010-07-01,0.0
32385,482937,7000.0,7000.0,7000.0, 36 MONTHS,14.96,242.53,D,D2,BLUE CROSS BLUE SHIELD OF MASSACHUSETTS,7 YEARS,RENT,36416.84,NOT VERIFIED,2010-02-01,CHARGED OFF,OTHER,023XX,MA,9.65,0,2000-05-01,1,10,0,12392,73.8,17,0.0,0.0,3386.88,3386.88,2352.9,1033.98,0.0,0.0,0.0,2011-04-01,242.53,2016-04-01,0.0
32395,481689,4000.0,4000.0,4000.0, 36 MONTHS,13.11,134.98,C,C2,ST. JOSEPH HOSPITAL,2 YEARS,RENT,20000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,927XX,CA,20.88,1,2001-08-01,0,13,0,9418,38.1,22,0.0,0.0,689.6,689.6,370.46,168.38,0.0,150.76,52.82,2010-07-01,134.98,2016-05-01,0.0
32397,482763,25000.0,25000.0,23209.08, 36 MONTHS,14.59,861.63,D,D1,BERNARDS,10+ YEARS,RENT,48000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,MAJOR_PURCHASE,341XX,FL,3.95,0,2003-06-01,2,3,0,0,0.0,7,0.0,0.0,30118.04,28026.77,24057.13,5974.81,86.0977152,0.0,0.0,2012-12-01,1612.47,2016-05-01,0.0
32403,482719,9000.0,9000.0,9000.0, 36 MONTHS,7.88,281.53,A,A5,,,MORTGAGE,200000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,EDUCATIONAL,532XX,WI,4.18,1,1992-09-01,2,9,0,5663,13.2,33,0.0,0.0,10093.33,10093.33,6011.43,1014.32,0.0,3067.58,550.0908,2012-03-01,281.53,2012-02-01,0.0
32409,482680,25000.0,25000.0,23233.96, 36 MONTHS,15.33,870.71,D,D3,EXPRESSIT LOGISITICS,10+ YEARS,RENT,72000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,SMALL_BUSINESS,018XX,MA,18.05,0,1983-12-01,0,10,0,35998,87.4,14,0.0,0.0,11252.6,10747.6,7098.59,3346.81,0.0,807.2,8.32,2011-02-01,870.71,2011-07-01,0.0
32411,480995,9800.0,9800.0,9775.0, 36 MONTHS,13.11,330.7,C,C2,,,RENT,33000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,112XX,NY,8.25,1,1991-12-01,2,14,0,5745,18.4,24,0.0,0.0,9651.8,9627.23,6089.95,1834.37,0.0,1727.48,291.6129,2012-02-01,330.7,2016-05-01,0.0
32414,482640,3000.0,3000.0,3000.0, 36 MONTHS,7.51,93.33,A,A4,GABRIEL BROTHERS,8 YEARS,RENT,24000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,OTHER,154XX,PA,5.55,0,2004-07-01,0,6,0,4296,20.4,12,0.0,0.0,3029.05,3029.05,2002.13,320.87,0.0,706.05,125.14,2012-03-01,93.33,2016-05-01,0.0
32418,482590,4000.0,4000.0,4000.0, 36 MONTHS,17.19,142.99,E,E3,,,OWN,37200.0,NOT VERIFIED,2010-02-01,CHARGED OFF,HOME_IMPROVEMENT,354XX,AL,9.35,0,1997-04-01,0,6,0,4598,57.5,14,0.0,0.0,458.18,458.18,172.26,113.12,0.0,172.8,1.63,2010-04-01,142.99,2015-03-01,0.0
32437,482229,20500.0,20500.0,20475.0, 36 MONTHS,20.9,771.28,G,G3,ALLIANT CREDIT UNION,5 YEARS,OWN,69000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,604XX,IL,24.52,1,2000-01-01,1,6,0,16491,99.9,28,0.0,0.0,15418.6,15399.8,9805.89,5612.71,0.0,0.0,0.0,2011-10-01,771.28,2016-05-01,0.0
32450,482049,15000.0,15000.0,14950.0, 36 MONTHS,15.33,522.43,D,D3,PRECISION FUNDING GROUP LLC,3 YEARS,OWN,85000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,OTHER,190XX,PA,22.63,0,2000-01-01,2,11,0,21180,96.7,21,0.0,0.0,4698.45,4682.79,3131.48,1566.97,0.0,0.0,0.0,2010-11-01,522.43,2016-05-01,0.0
32459,481872,15200.0,15200.0,13157.72, 36 MONTHS,13.85,518.38,C,C4,RESALES BUY OWNER,7 YEARS,MORTGAGE,125000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,MAJOR_PURCHASE,321XX,FL,0.0,0,2003-12-01,0,5,0,0,0.0,8,0.0,0.0,3196.71,2839.89,1752.7,835.95,0.0,608.06,6.08,2010-07-01,518.38,2010-12-01,0.0
32492,481475,17500.0,17500.0,15877.16357, 36 MONTHS,13.85,596.82,C,C4,MASA MANAGEMENT GROUP DBA: BELLA BRONZE ,3 YEARS,MORTGAGE,75000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,SMALL_BUSINESS,606XX,IL,22.18,0,2001-04-01,3,10,0,38537,88.0,24,0.0,0.0,16868.0,14756.71,12954.72,3743.92,0.0,169.36,2.43,2012-06-01,596.82,2012-11-01,0.0
32496,480840,8500.0,8500.0,8428.93, 36 MONTHS,16.45,300.71,E,E1,BLOOMINGDALES,< 1 YEAR,OWN,26000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,125XX,NY,15.83,0,2006-01-01,0,5,0,9306,97.6,12,0.0,0.0,6203.99,6155.44,1339.45,758.73,0.0,4105.81,1436.51,2010-09-01,300.71,2016-04-01,0.0
32499,479473,16500.0,16500.0,16500.0, 36 MONTHS,16.45,583.73,E,E1,NYC DEPARTMENT OF CORRECTIONS,9 YEARS,OWN,96000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,107XX,NY,15.1,0,1997-06-01,1,8,0,19257,92.6,19,0.0,0.0,8169.86,8169.86,5464.67,2687.95,0.0,17.24,6.65,2011-04-01,583.73,2016-05-01,0.0
32500,481416,16000.0,16000.0,13418.55, 36 MONTHS,14.22,548.55,C,C5,KELLER WILLIAMS PREMIER REALTY,< 1 YEAR,MORTGAGE,120000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,OTHER,554XX,MN,12.41,0,1997-12-01,2,11,0,33113,97.4,28,0.0,0.0,3285.84,2874.48,2214.92,1070.92,0.0,0.0,0.0,2010-08-01,548.55,2016-05-01,0.0
32523,481112,8000.0,8000.0,7950.0, 36 MONTHS,13.48,271.4,C,C3,UNIVERSITY OF CALIFORNIA,6 YEARS,RENT,82000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,CREDIT_CARD,945XX,CA,13.07,0,1998-07-01,0,8,0,28539,94.5,15,0.0,0.0,1673.81,1663.35,925.01,427.04,0.0,321.76,3.2,2010-07-01,271.4,2010-12-01,0.0
32528,481015,20000.0,20000.0,19925.0, 36 MONTHS,13.11,674.9,C,C2,SOL MELIÃÂ¡ VACATION CLUB,1 YEAR,MORTGAGE,65000.0,VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,328XX,FL,14.29,0,1994-03-01,0,11,0,21231,53.1,33,0.0,0.0,23655.38,23566.54,19332.05,4288.31,0.0,35.02,2.9,2013-02-01,42.7,2013-10-01,0.0
32533,480970,13750.0,13750.0,12217.22834, 36 MONTHS,12.73,461.54,C,C1,,1 YEAR,RENT,36000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,061XX,CT,22.23,0,1996-10-01,0,5,0,17053,77.7,33,0.0,0.0,15701.69,14143.3,8221.87,4278.79,0.0,3201.03,548.1854,2014-05-01,100.0,2016-05-01,0.0
32545,480843,1000.0,1000.0,1000.0, 36 MONTHS,10.25,32.39,B,B2,,,RENT,10500.0,NOT VERIFIED,2010-02-01,CHARGED OFF,EDUCATIONAL,907XX,CA,21.37,1,1995-07-01,0,10,0,5430,48.9,19,0.0,0.0,44.92,44.92,0.0,0.0,0.0,44.92,0.42,,0.0,2010-07-01,0.0
32567,480631,5000.0,5000.0,4877.41, 36 MONTHS,13.48,169.63,C,C3,SPILLANE CONSULTIN,< 1 YEAR,RENT,48000.0,NOT VERIFIED,2010-01-01,CHARGED OFF,MAJOR_PURCHASE,021XX,MA,3.13,0,1997-12-01,1,2,0,198,39.6,11,0.0,0.0,5209.83,5131.58,2951.01,939.89,14.95843896,1303.97,323.4075,2012-01-01,169.63,2016-04-01,0.0
32575,476126,3800.0,3800.0,3700.0, 36 MONTHS,14.59,130.97,D,D1,,< 1 YEAR,OWN,20400.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,954XX,CA,19.29,1,1992-10-01,1,11,0,17012,91.0,27,0.0,0.0,1481.55,1442.56,983.49,453.34,44.71372082,0.0,0.0,2011-01-01,130.97,2016-05-01,0.0
32578,480554,8000.0,8000.0,7925.0, 36 MONTHS,12.73,268.53,C,C1,NORTHCOAST COLLEGE PAINTERS,9 YEARS,RENT,35000.0,NOT VERIFIED,2010-01-01,CHARGED OFF,MOVING,440XX,OH,5.11,0,2001-10-01,0,4,0,3878,38.8,5,0.0,0.0,5089.18,5041.51,3637.3,1256.06,0.0,195.82,2.08,2011-09-01,70.8,2012-02-01,0.0
32593,480401,10000.0,10000.0,3975.0, 36 MONTHS,13.85,341.04,C,C4,,10+ YEARS,RENT,140000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,CREDIT_CARD,605XX,IL,7.25,0,1999-12-01,3,23,0,47134,50.7,41,0.0,0.0,449.76,178.64,0.0,0.0,0.0,449.76,4.41,,0.0,2010-07-01,0.0
32599,480319,23975.0,23975.0,22650.0, 36 MONTHS,17.93,865.92,E,E5,WELLSFARGO HOME MORTGAGE,3 YEARS,MORTGAGE,150000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,DEBT_CONSOLIDATION,305XX,GA,23.44,0,2000-02-01,0,12,0,92965,61.9,25,0.0,0.0,8688.9,8208.13,5398.34,3232.38,58.17440018,0.0,0.0,2011-01-01,899.61,2016-05-01,0.0
32609,434246,6400.0,6400.0,5538.37, 36 MONTHS,14.22,219.42,C,C5,,< 1 YEAR,OWN,40000.0,NOT VERIFIED,2010-01-01,CHARGED OFF,DEBT_CONSOLIDATION,020XX,MA,0.57,0,2004-12-01,1,3,0,899,13.2,13,0.0,0.0,1579.51,1540.58,884.96,430.52,14.99471179,249.03,2.51,2010-08-01,453.84,2016-04-01,0.0
32611,476498,10000.0,10000.0,9900.0, 36 MONTHS,16.45,353.78,E,E1,COLDWELL BANKER,10+ YEARS,RENT,55000.0,NOT VERIFIED,2010-01-01,CHARGED OFF,OTHER,306XX,GA,16.97,0,1992-09-01,0,5,0,3052,41.8,22,0.0,0.0,8205.05,8123.18,3888.47,1919.32,17.64101231,2379.62,735.3395,2012-03-01,150.0,2014-11-01,0.0
32617,367030,11200.0,11200.0,11000.0, 36 MONTHS,7.88,350.34,A,A5,TDM SERVICES,3 YEARS,OTHER,25000.0,NOT VERIFIED,2010-01-01,CHARGED OFF,DEBT_CONSOLIDATION,300XX,GA,19.15,0,1993-07-01,0,9,0,10485,36.2,18,0.0,0.0,10854.65,10661.21,9477.28,1377.37,0.0,0.0,0.0,2012-09-01,350.34,2016-05-01,0.0
32618,480005,14400.0,14400.0,14400.0, 36 MONTHS,10.62,468.86,B,B3,UBC 124,5 YEARS,OWN,36000.0,NOT VERIFIED,2010-01-01,CHARGED OFF,DEBT_CONSOLIDATION,074XX,NJ,22.43,0,2002-06-01,0,7,0,10899,84.5,12,0.0,0.0,11721.0,11721.0,9494.94,2212.56,0.0,13.5,0.0,2012-03-01,468.86,2012-04-01,0.0
32621,479954,10000.0,10000.0,9731.17513, 36 MONTHS,14.22,342.85,C,C5,,,MORTGAGE,36000.0,NOT VERIFIED,2010-01-01,CHARGED OFF,OTHER,021XX,MA,3.83,2,2000-04-01,3,3,0,344,34.4,19,0.0,0.0,7542.37,7431.53,5591.87,1938.07,0.0,12.43,4.3,2011-12-01,342.85,2016-04-01,0.0
32632,479819,18000.0,18000.0,16300.4, 36 MONTHS,13.85,613.87,C,C4,"US BANK, N.A.",7 YEARS,RENT,54500.0,NOT VERIFIED,2010-01-01,CHARGED OFF,DEBT_CONSOLIDATION,230XX,VA,13.59,0,1998-08-01,0,13,0,19994,49.4,37,0.0,0.0,20518.49311,18720.74,4275.43,1858.07,0.0,14384.99311,5036.01,2010-12-01,613.87,2016-05-01,0.0
32644,479712,15000.0,15000.0,13375.36, 36 MONTHS,13.85,511.56,C,C4,STRATEGIC STAFFING SOLUTIONS,< 1 YEAR,MORTGAGE,73392.0,NOT VERIFIED,2010-01-01,CHARGED OFF,MEDICAL,010XX,MA,16.24,0,1992-12-01,1,8,0,14153,95.6,21,0.0,0.0,4602.06,4586.76,3189.24,1412.82,0.0,0.0,0.0,2010-11-01,511.56,2016-04-01,0.0
32645,475253,15000.0,15000.0,14913.27905, 36 MONTHS,14.96,519.7,D,D2,PRINTWORKS INC.,10+ YEARS,RENT,37000.0,NOT VERIFIED,2010-01-01,CHARGED OFF,WEDDING,080XX,NJ,14.14,0,1998-12-01,1,6,0,7186,55.7,10,0.0,0.0,10731.03,10661.13,7492.73,2885.67,0.0,352.63,9.19,2011-10-01,519.7,2012-03-01,0.0
32650,479629,20000.0,20000.0,19926.15137, 36 MONTHS,13.11,674.9,C,C2,UNITED STATES ARMY,10+ YEARS,MORTGAGE,140000.0,NOT VERIFIED,2010-02-01,CHARGED OFF,SMALL_BUSINESS,427XX,KY,9.21,1,1993-06-01,0,5,0,28651,92.4,33,0.0,0.0,14693.65,14625.09,10691.51,3458.29,0.0,543.85,102.0788,2011-11-01,674.9,2012-04-01,0.0
32659,479493,16000.0,16000.0,15055.43318, 36 MONTHS,12.73,537.06,C,C1,VIAWEST,3 YEARS,RENT,45000.0,NOT VERIFIED,2010-01-01,CHARGED OFF,DEBT_CONSOLIDATION,971XX,OR,19.29,0,2001-11-01,0,4,0,12790,49.8,6,0.0,0.0,10907.0,10173.2,6825.3,2803.74,0.0,1277.96,230.0328,2011-12-01,100.99,2012-04-01,0.0
32667,479444,18000.0,18000.0,17838.0778, 36 MONTHS,13.11,607.41,C,C2,FLOWSERVE,8 YEARS,RENT,73000.0,NOT VERIFIED,2010-01-01,CHARGED OFF,DEBT_CONSOLIDATION,908XX,CA,10.25,0,2001-01-01,0,9,1,8613,40.6,11,0.0,0.0,13319.57,13192.53,9628.1,3157.77,60.68300094,473.02,85.1436,2011-12-01,43.47,2012-04-01,0.0
32689,479104,4750.0,4750.0,4725.0, 36 MONTHS,13.85,162.0,C,C4,SIMI VALLEY UNIFIED SCHOOL DISTRICT,< 1 YEAR,MORTGAGE,16800.0,NOT VERIFIED,2010-01-01,CHARGED OFF,OTHER,913XX,CA,11.64,1,1998-11-01,0,4,0,5166,86.1,5,0.0,0.0,1312.63,1305.73,775.48,356.63,0.0,180.52,1.88,2010-09-01,162.0,2011-02-01,0.0
32705,421822,13000.0,13000.0,12950.0, 36 MONTHS,16.07,457.52,D,D5,ARCO CONSTRUCTION,1 YEAR,OTHER,57500.0,NOT VERIFIED,2010-01-01,CHARGED OFF,DEBT_CONSOLIDATION,631XX,MO,23.85,1,2001-03-01,0,10,0,8373,57.0,27,0.0,0.0,1826.64,1819.64,1154.32,672.32,0.0,0.0,0.0,2010-06-01,457.52,2016-05-01,0.0
32729,437568,2000.0,2000.0,2000.0, 36 MONTHS,19.13,73.45,F,F4,,< 1 YEAR,MORTGAGE,50000.0,NOT VERIFIED,2010-01-01,CHARGED OFF,SMALL_BUSINESS,741XX,OK,17.28,1,1999-02-01,1,6,0,11132,98.5,33,0.0,0.0,2176.46,2176.46,493.52,444.3,29.80639891,1208.83,423.522,2011-10-01,50.0,2016-05-01,0.0
32732,478574,8000.0,8000.0,8000.0, 36 MONTHS,12.53,267.74,B,B5,MACYS,3 YEARS,OWN,36000.0,NOT VERIFIED,2010-01-01,CHARGED OFF,CREDIT_CARD,775XX,TX,10.37,0,1983-02-01,0,13,0,8301,79.8,32,0.0,0.0,4809.17,4809.17,3398.21,1140.79,0.0,270.17,50.4806,2011-07-01,267.74,2011-12-01,0.0
32745,478377,7750.0,7750.0,7750.0, 36 MONTHS,12.87,260.66,C,C1,HOMEWOOD LUMBER,4 YEARS,RENT,29808.0,NOT VERIFIED,2010-01-01,CHARGED OFF,CREDIT_CARD,956XX,CA,22.42,0,1990-12-01,0,6,1,7751,52.7,14,0.0,0.0,2605.4,2605.4,1862.51,742.89,0.0,0.0,0.0,2010-12-01,260.66,2016-05-01,1.0
